"18","0400821030","Yale-New Haven Medical Center Program","10","New Haven","Connecticut",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"19","0400821172","University of Connecticut Program","10","Farmington","Connecticut",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"20","0401021032","Georgetown University Hospital Program","10","Washington","District of Columbia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"21","0401021033","George Washington University Program","10","Washington","District of Columbia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"22","0401021190","National Capital Consortium Program","10","Bethesda","Maryland",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"23","0401100205","Mount Sinai Medical Center of Florida Inc Program","10","Miami Beach","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"24","0401100206","Kendall Regional Medical Center Program","10","Miami","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"25","0401112204","University of Florida College of Medicine Jacksonville Program","10","Jacksonville","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"26","0401113194","Mayo Clinic College of Medicine (Jacksonville) Program","10","Jacksonville","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"27","0401121035","University of Florida Program","10","Gainesville","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"28","0401121036","Jackson Memorial Hospital/Jackson Health System Program","10","Miami","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"29","0401211038","Medical College of Georgia Program","10","Augusta","Georgia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"30","0401221037","Emory University Program","10","Atlanta","Georgia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"31","0401611041","University of Illinois College of Medicine at Chicago Program","10","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"32","0401611044","University of Chicago Program","10","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"33","0401611046","Loyola University Program","10","Maywood","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"34","0401612039","John H Stroger Hospital of Cook County Program","10","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"35","0401621040","Advocate Illinois Masonic Medical Center Program","10","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"36","0401621042","McGaw Medical Center of Northwestern University Program","10","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"37","0401621043","Rush University Medical Center Program","10","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"38","0401721048","Indiana University School of Medicine Program","10","Indianapolis","Indiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"39","0401821049","University of Iowa Hospitals and Clinics Program","10","Iowa City","Iowa",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"40","0401911050","University of Kansas School of Medicine Program","10","Kansas City","Kansas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"41","0401922051","University of Kansas (Wichita) Program","10","Wichita","Kansas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"42","0402021052","University of Kentucky College of Medicine Program","10","Lexington","Kentucky",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"43","0402021053","University of Louisville Program","10","Louisville","Kentucky",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"44","0402111056","Louisiana State University (Shreveport) Program","10","Shreveport","Louisiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"45","0402112055","Ochsner Clinic Foundation Program","10","New Orleans","Louisiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"46","0402131168","Tulane University Program","10","New Orleans","Louisiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"47","0402131199","Louisiana State University Program","10","New Orleans","Louisiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"48","0402211057","Maine Medical Center Program","10","Portland","Maine",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"49","0402311059","University of Maryland Program","10","Baltimore","Maryland",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"50","0402321058","Johns Hopkins University Program","10","Baltimore","Maryland",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"51","0402400071","Lahey Clinic Program","10","Burlington","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"52","0402411060","Beth Israel Deaconess Medical Center Program","10","Boston","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"53","0402412069","UMMS-Baystate Program","10","Springfield","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"54","0402421062","Boston University Medical Center Program","10","Boston","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"55","0402421065","Tufts Medical Center Program","10","Boston","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"56","0402421066","Brigham and Women's Hospital Program","10","Boston","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"57","0402421067","St Elizabeth's Medical Center Program","10","Boston","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"58","0402431064","Massachusetts General Hospital Program","10","Boston","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"59","0402431070","University of Massachusetts Program","10","Worcester","Massachusetts",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"60","0402500206","Wayne State University School of Medicine Program","10","Pontiac","Michigan",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"61","0402513202","William Beaumont Hospital Program","10","Royal Oak","Michigan",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"62","0402521071","University of Michigan Program","10","Ann Arbor","Michigan",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"63","0402521185","Henry Ford Hospital/Wayne State University Program","10","Detroit","Michigan",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"64","0402531073","Detroit Medical Center/Wayne State University Program","10","Detroit","Michigan",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"65","0402621076","Mayo Clinic College of Medicine (Rochester) Program","10","Rochester","Minnesota",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"66","0402631075","University of Minnesota Program","10","Minneapolis","Minnesota",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"67","0402711077","University of Mississippi Medical Center Program","10","Jackson","Mississippi",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"68","0402811078","University of Missouri-Columbia Program","10","Columbia","Missouri",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"69","0402811081","Washington University/B-JH/SLCH Consortium Program","10","St Louis","Missouri",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"70","0402812080","University of Missouri at Kansas City Program","10","Kansas City","Missouri",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"71","0402821166","St Louis University School of Medicine Program","10","St Louis","Missouri",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"72","0403011082","University of Nebraska Medical Center College of Medicine Program","10","Omaha","Nebraska",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"73","0403211083","Dartmouth-Hitchcock Medical Center Program","10","Lebanon","New Hampshire",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"74","0403311195","Cooper Medical School of Rowan University/Cooper University Hospital Program","10","Camden","New Jersey",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"75","0403312085","St Barnabas Medical Center Program","10","Livingston","New Jersey",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"76","0403321087","Rutgers New Jersey Medical School Program","10","Newark","New Jersey",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"77","0403321089","New York Medical College at St Joseph's Regional Medical Center Program","10","Paterson","New Jersey",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"78","0403321180","Rutgers Robert Wood Johnson Medical School Program","10","New Brunswick","New Jersey",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"79","0403421183","University of New Mexico Program","10","Albuquerque","New Mexico",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"80","0403500182","Hofstra Northwell School of Medicine Program","10","New Hyde Park","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"81","0403511101","Maimonides Medical Center Program","10","Brooklyn","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"82","0403511102","New York Methodist Hospital Program","10","Brooklyn","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"83","0403511107","New York Presbyterian Hospital (Columbia Campus) Program","10","New York","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"84","0403511108","Icahn School of Medicine at Mount Sinai/St Luke's-Roosevelt Hospital Center Program","10","New York","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"85","0403511111","University of Rochester Program","10","Rochester","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"86","0403521093","University at Buffalo Program","10","Buffalo","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"87","0403521098","New York Presbyterian Hospital (Cornell Campus) Program","10","New York","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"88","0403521104","Icahn School of Medicine at Mount Sinai Program","10","New York","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"89","0403521105","New York Medical College at Westchester Medical Center Program","10","Valhalla","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"90","0403521106","New York University School of Medicine Program","10","New York","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"91","0403521110","SUNY Health Science Center at Brooklyn Program","10","Brooklyn","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"92","0403521113","SUNY Upstate Medical University Program","10","Syracuse","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"93","0403521167","Albany Medical Center Program","10","Albany","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"94","0403521170","Stony Brook Medicine/University Hospital Program","10","Stony Brook","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"95","0403521181","Montefiore Medical Center/Albert Einstein College of Medicine Program","10","Bronx","New York",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"96","0403621114","University of North Carolina Hospitals Program","10","Chapel Hill","North Carolina",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"97","0403621116","Wake Forest University School of Medicine Program","10","Winston-Salem","North Carolina",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"98","0403631115","Duke University Hospital Program","10","Durham","North Carolina",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"99","0403811123","Ohio State University Hospital Program","10","Columbus","Ohio",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"100","0403821118","University of Cincinnati Medical Center/College of Medicine Program","10","Cincinnati","Ohio",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"101","0403821119","Case Western Reserve University/University Hospitals Case Medical Center Program","10","Cleveland","Ohio",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"102","0403821125","University of Toledo Program","10","Toledo","Ohio",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"103","0403821174","Case Western Reserve University (MetroHealth) Program","10","Cleveland","Ohio",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"104","0403822120","Cleveland Clinic Foundation Program","10","Cleveland","Ohio",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"105","0403921128","University of Oklahoma Health Sciences Center Program","10","Oklahoma City","Oklahoma",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"106","0404021129","Oregon Health & Science University Program","10","Portland","Oregon",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"107","0404100205","Geisinger Health System Program","10","Danville","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"108","0404111130","Penn State Milton S Hershey Medical Center Program","10","Hershey","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"109","0404121133","Drexel University College of Medicine/Hahnemann University Hospital Program","10","Philadelphia","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"110","0404121134","University of Pennsylvania Program","10","Philadelphia","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"111","0404121137","Sidney Kimmel Medical College at Thomas Jefferson University/TJUH Program","10","Philadelphia","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"112","0404121139","UPMC Medical Education Program","10","Pittsburgh","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"113","0404131136","Temple University Hospital Program","10","Philadelphia","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"114","0404132141","Allegheny Health Network Medical Education Consortium (AGH/WPH) Program","10","Pittsburgh","Pennsylvania",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"115","0404221142","University of Puerto Rico Program","10","San Juan","Puerto Rico",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"116","0404522143","Medical University of South Carolina Program","10","Charleston","South Carolina",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"117","0404711144","University of Tennessee Medical Center at Knoxville Program","10","Knoxville","Tennessee",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"118","0404711146","Vanderbilt University Medical Center Program","10","Nashville","Tennessee",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"119","0404811149","University of Texas Medical Branch Hospitals Program","10","Galveston","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"120","0404811153","Texas Tech University (Lubbock) Program","10","Lubbock","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"121","0404821091","San Antonio Uniformed Services Health Education Consortium Program","10","JBSA Fort Sam Housto","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"122","0404821147","University of Texas Southwestern Medical School Program","10","Dallas","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"123","0404821155","University of Texas Health Science Center School of Medicine at San Antonio Program","10","San Antonio","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"124","0404821156","Texas A&M College of Medicine-Scott and White Program","10","Temple","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"125","0404831150","Baylor College of Medicine Program","10","Houston","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"126","0404831152","University of Texas Health Science Center at Houston Program","10","Houston","Texas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"127","0404931157","University of Utah Program","10","Salt Lake City","Utah",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"128","0405011158","University of Vermont Medical Center Program","10","Burlington","Vermont",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"129","0405111159","University of Virginia Program","10","Charlottesville","Virginia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"130","0405111160","Virginia Commonwealth University Health System Program","10","Richmond","Virginia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"131","0405121008","Naval Medical Center (Portsmouth) Program","10","Portsmouth","Virginia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"132","0405412162","Virginia Mason Medical Center Program","10","Seattle","Washington",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"133","0405421161","University of Washington Program","10","Seattle","Washington",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"134","0405511163","West Virginia University Program","10","Morgantown","West Virginia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"135","0405621164","University of Wisconsin Program","10","Madison","Wisconsin",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"136","0405621165","Medical College of Wisconsin Affiliated Hospitals Program","10","Milwaukee","Wisconsin",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"137","0800121010","University of Alabama Medical Center Program","13","Birmingham","Alabama",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"138","0800321127","Mayo Clinic College of Medicine (Arizona) Program","13","Scottsdale","Arizona",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"139","0800321145","University of Arizona College of Medicine-Tucson Program","13","Tucson","Arizona",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"140","0800421013","University of Arkansas for Medical Sciences Program","13","Little Rock","Arkansas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"141","0800511015","University of Southern California/LAC+USC Medical Center Program","13","Los Angeles","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"142","0800512137","Los Angeles County-Harbor-UCLA Medical Center Program","13","Torrance","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"143","0800512144","Kaiser Permanente Southern California (Los Angeles) Program","13","Los Angeles","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"144","0800521014","University of California (Irvine) Program","13","Irvine","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"145","0800521017","UCLA Medical Center Program","13","Los Angeles","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"146","0800521018","University of California (San Diego) Program","13","La Jolla","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"147","0800521019","University of California (San Francisco) Program","13","San Francisco","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"148","0800521020","Stanford University Program","13","Redwood City","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"149","0800521101","University of California (Davis) Health System Program","13","Sacramento","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"150","0800521111","Loma Linda University Health Education Consortium Program","13","Loma Linda","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"151","0800531006","Naval Medical Center (San Diego) Program","13","San Diego","California",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"152","0800721022","University of Colorado Program","13","Aurora","Colorado",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"153","0800821023","Yale-New Haven Medical Center Program","13","New Haven","Connecticut",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"154","0800831138","University of Connecticut Program","13","Farmington","Connecticut",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"155","0801000127","George Washington University School of Medicine Program","13","Washington","District of Columbia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"156","0801021025","Howard University Program","13","Washington","District of Columbia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"157","0801021106","Washington Hospital Center Program","13","Washington","District of Columbia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"158","0801021123","National Capital Consortium Program","13","Bethesda","Maryland",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"159","0801100137","Florida State University College of Medicine Program","13","Tallahassee","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"160","0801121026","Jackson Memorial Hospital/Jackson Health System Program","13","Miami","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"161","0801121096","University of South Florida Morsani Program","13","Tampa","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"162","0801121115","University of Florida Program","13","Gainesville","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"163","0801131125","Mayo Clinic College of Medicine (Jacksonville) Program","13","Jacksonville","Florida",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"164","0801211029","Medical College of Georgia Program","13","Augusta","Georgia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"165","0801221028","Emory University Program","13","Atlanta","Georgia",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"166","0801611032","Rush University Medical Center Program","13","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"167","0801611033","University of Chicago Program","13","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"168","0801612030","John H Stroger Hospital of Cook County Program","13","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"169","0801612135","Loyola University Program","13","Maywood","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"170","0801621031","McGaw Medical Center of Northwestern University Program","13","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"171","0801621034","University of Illinois College of Medicine at Chicago Program","13","Chicago","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"172","0801621118","Southern Illinois University Program","13","Springfield","Illinois",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"173","0801721035","Indiana University School of Medicine Program","13","Indianapolis","Indiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"174","0801821036","University of Iowa Hospitals and Clinics Program","13","Iowa City","Iowa",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"175","0801911037","University of Kansas School of Medicine Program","13","Kansas City","Kansas",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"176","0802021038","University of Louisville Program","13","Louisville","Kentucky",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"177","0802121108","Tulane University Program","13","New Orleans","Louisiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"178","0802121109","Louisiana State University Program","13","New Orleans","Louisiana",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
"179","0802321040","Johns Hopkins University Program","13","Baltimore","Maryland",,,,,,NULL,NULL,NULL,"no","no",NULL,NULL,NULL,NULL,NULL
